type,name,href,cols,context,data_keys
card,Josh Harris,https://www.espn.com/nfl/player/_/id/15151/josh-harris,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Bobby Hart,https://www.espn.com/nfl/player/_/id/2576789/bobby-hart,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Benjamin St-Juste,https://www.espn.com/nfl/player/_/id/4258206/benjamin-st-juste,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Tarheeb Still,https://www.espn.com/nfl/player/_/id/4432571/tarheeb-still,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,KeAndre Lambert-Smith,https://www.espn.com/nfl/player/_/id/4430870/keandre-lambert-smith,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Omarion Hampton,https://www.espn.com/nfl/player/_/id/4685382/omarion-hampton,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Joe Alt,https://www.espn.com/nfl/player/_/id/4683487/joe-alt,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Rick Lovato,https://www.espn.com/nfl/player/_/id/2565971/rick-lovato,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Hassan Haskins,https://www.espn.com/nfl/player/_/id/4372071/hassan-haskins,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Otito Ogbonnia,https://www.espn.com/nfl/player/_/id/4367210/otito-ogbonnia,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Najee Harris,https://www.espn.com/nfl/player/_/id/4241457/najee-harris,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Eric Rogers,https://www.espn.com/nfl/player/_/id/4433895/eric-rogers,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Junior Colson,https://www.espn.com/nfl/player/_/id/4431212/junior-colson,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Jordan Oladokun,https://www.espn.com/nfl/player/_/id/4601079/jordan-oladokun,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Rashawn Slater,https://www.espn.com/nfl/player/_/id/4242283/rashawn-slater,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Josh Fuga,https://www.espn.com/nfl/player/_/id/4427234/josh-fuga,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Deane Leonard,https://www.espn.com/nfl/player/_/id/4690171/deane-leonard,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Da'Shawn Hand,https://www.espn.com/nfl/player/_/id/3126352/dashawn-hand,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Josh Harris,https://www.espn.com/nfl/player/_/id/15151/josh-harris,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Bobby Hart,https://www.espn.com/nfl/player/_/id/2576789/bobby-hart,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Benjamin St-Juste,https://www.espn.com/nfl/player/_/id/4258206/benjamin-st-juste,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Tarheeb Still,https://www.espn.com/nfl/player/_/id/4432571/tarheeb-still,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,KeAndre Lambert-Smith,https://www.espn.com/nfl/player/_/id/4430870/keandre-lambert-smith,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Omarion Hampton,https://www.espn.com/nfl/player/_/id/4685382/omarion-hampton,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Joe Alt,https://www.espn.com/nfl/player/_/id/4683487/joe-alt,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Rick Lovato,https://www.espn.com/nfl/player/_/id/2565971/rick-lovato,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Hassan Haskins,https://www.espn.com/nfl/player/_/id/4372071/hassan-haskins,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Otito Ogbonnia,https://www.espn.com/nfl/player/_/id/4367210/otito-ogbonnia,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Najee Harris,https://www.espn.com/nfl/player/_/id/4241457/najee-harris,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Eric Rogers,https://www.espn.com/nfl/player/_/id/4433895/eric-rogers,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Junior Colson,https://www.espn.com/nfl/player/_/id/4431212/junior-colson,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Jordan Oladokun,https://www.espn.com/nfl/player/_/id/4601079/jordan-oladokun,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
card,Rashawn Slater,https://www.espn.com/nfl/player/_/id/4242283/rashawn-slater,,NAME POS EST. RETURN DATE STATUS COMMENT Deane Leonard CB Nov 9 Questionable Da'Shawn Hand DT Nov 9 Questionable Josh Harris LS Nov 9 Questionable Bobby Hart OT Nov 16 Out Nov 7: Hart (knee/ankle) has,
